user_id,ground_truth,recommendations,scores
73.0,[3793.0],"[4993.0, 318.0, 1393.0, 7438.0, 5989.0, 2640.0, 1215.0, 1580.0, 3671.0, 25.0]","[3.4235620498657227, 3.403062343597412, 2.643411636352539, 2.618628978729248, 2.5788674354553223, 2.239816427230835, 2.174501895904541, 2.1165051460266113, 2.063513994216919, 2.012686014175415]"
194.0,[],"[5060.0, 1214.0, 1183.0, 593.0, 3735.0, 3706.0, 1694.0, 1617.0, 1079.0, 2366.0]","[2.045893669128418, 1.9075877666473389, 1.8825781345367432, 1.7811954021453857, 1.6492176055908203, 1.6181271076202393, 1.5418548583984375, 1.5108354091644287, 1.317594289779663, 1.227084994316101]"
135.0,"[161.0, 858.0, 3175.0, 2502.0, 141.0]","[293.0, 837.0, 45.0, 786.0, 27193.0, 1387.0, 5971.0, 223.0, 2791.0, 1266.0]","[4.551675319671631, 3.627213716506958, 2.6382856369018555, 2.580073118209839, 2.299879789352417, 2.2126972675323486, 2.0941154956817627, 2.0362513065338135, 2.0276713371276855, 1.9584547281265259]"
326.0,[2692.0],"[1288.0, 79132.0, 1200.0, 84152.0, 142488.0, 8798.0, 5349.0, 4223.0, 3996.0, 1641.0]","[3.969978094100952, 2.948423147201538, 2.3123779296875, 2.1357946395874023, 2.073861837387085, 2.012547492980957, 1.9907130002975464, 1.9377307891845703, 1.8540395498275757, 1.7789126634597778]"
599.0,"[628.0, 2797.0, 1704.0]","[122904.0, 1219.0, 185.0, 778.0, 10.0, 106489.0, 350.0, 2701.0, 832.0, 94959.0]","[3.103682279586792, 2.757279396057129, 2.4784693717956543, 2.469801425933838, 2.4283182621002197, 2.3743081092834473, 2.316958427429199, 2.2391016483306885, 2.180326461791992, 2.1517090797424316]"
239.0,"[588.0, 1089.0]","[1287.0, 79132.0, 168252.0, 53000.0, 1372.0, 73017.0, 46578.0, 783.0, 44199.0, 8961.0]","[3.2029483318328857, 2.704601287841797, 2.473148822784424, 2.3622074127197266, 2.2362709045410156, 2.0552937984466553, 2.0367603302001953, 1.9669407606124878, 1.8672701120376587, 1.8446780443191528]"
42.0,"[1500.0, 4262.0, 1210.0, 1285.0]","[318.0, 6787.0, 276.0, 45722.0, 1196.0, 2542.0, 648.0, 356.0, 474.0, 430.0]","[2.98844575881958, 2.759209632873535, 2.5617716312408447, 2.367231845855713, 2.249286413192749, 2.240054130554199, 2.218214511871338, 2.08789324760437, 2.0618174076080322, 2.032897710800171]"
303.0,[1240.0],"[1206.0, 2081.0, 595.0, 3671.0, 7361.0, 1348.0, 4995.0, 2657.0, 474.0, 2797.0]","[2.635815382003784, 2.4691414833068848, 2.2474663257598877, 2.2065558433532715, 1.9837535619735718, 1.9333527088165283, 1.8936216831207275, 1.874780297279358, 1.7078864574432373, 1.673693060874939]"
404.0,[500.0],"[225.0, 350.0, 432.0, 454.0, 252.0, 151.0, 539.0, 256.0, 292.0, 628.0]","[2.6177711486816406, 2.500681161880493, 2.220714807510376, 2.1320955753326416, 1.9929462671279907, 1.865366816520691, 1.83968186378479, 1.8354237079620361, 1.8162407875061035, 1.7905011177062988]"
292.0,"[3623.0, 587.0, 59315.0, 2353.0]","[1196.0, 367.0, 912.0, 112552.0, 108190.0, 2947.0, 90866.0, 1358.0, 905.0, 293.0]","[2.5544512271881104, 2.4695515632629395, 2.4299094676971436, 2.184091567993164, 2.1771512031555176, 2.138493537902832, 2.0866174697875977, 2.010251760482788, 1.9200620651245117, 1.8296928405761719]"
199.0,[],"[4896.0, 27773.0, 7153.0, 6502.0, 2329.0, 79132.0, 1201.0, 1625.0, 780.0, 50.0]","[2.9073538780212402, 2.831425666809082, 2.730597734451294, 2.3027963638305664, 2.1090140342712402, 2.0094311237335205, 2.0064594745635986, 1.9698984622955322, 1.836364507675171, 1.8057714700698853]"
294.0,[],"[3147.0, 56145.0, 1945.0, 103688.0, 1258.0, 2396.0, 434.0, 6016.0, 2291.0, 153.0]","[2.976914644241333, 2.718238592147827, 2.5198614597320557, 2.420269012451172, 2.3935258388519287, 2.233297824859619, 2.0517873764038086, 1.9924238920211792, 1.9244259595870972, 1.9064054489135742]"
28.0,"[1201.0, 858.0, 55820.0, 1584.0]","[1287.0, 527.0, 356.0, 76093.0, 329.0, 4896.0, 2006.0, 858.0, 142488.0, 122904.0]","[2.8546435832977295, 2.8044517040252686, 2.5572736263275146, 2.2262678146362305, 2.1344196796417236, 1.9630542993545532, 1.9334049224853516, 1.8754162788391113, 1.8382489681243896, 1.7113616466522217]"
242.0,[],"[3996.0, 592.0, 316.0, 1028.0, 225.0, 4878.0, 1136.0, 110.0, 4973.0, 4027.0]","[2.30745530128479, 2.1771247386932373, 1.9756042957305908, 1.573480248451233, 1.540930986404419, 1.4325602054595947, 1.360885500907898, 1.2963147163391113, 1.2717365026474, 1.1742290258407593]"
357.0,[11.0],"[2006.0, 500.0, 165.0, 2459.0, 5218.0, 8665.0, 81845.0, 6787.0, 3755.0, 5618.0]","[2.647587299346924, 2.4554429054260254, 2.2903733253479004, 2.231414794921875, 2.2038891315460205, 2.1557741165161133, 2.116706132888794, 2.077279567718506, 1.9641716480255127, 1.9459013938903809]"
166.0,"[3000.0, 1580.0, 1234.0]","[736.0, 3386.0, 2617.0, 122904.0, 6.0, 48.0, 910.0, 454.0, 80463.0, 377.0]","[2.6228978633880615, 2.601978302001953, 2.5539565086364746, 2.2108588218688965, 2.2072694301605225, 1.8310819864273071, 1.5658457279205322, 1.5298254489898682, 1.5023730993270874, 1.50169038772583]"
398.0,[1207.0],"[1080.0, 1265.0, 112852.0, 316.0, 2064.0, 914.0, 2455.0, 69844.0, 77561.0, 112183.0]","[3.2888901233673096, 3.138897657394409, 3.012366771697998, 2.7120680809020996, 2.4819252490997314, 2.267244338989258, 2.067232131958008, 2.048877000808716, 2.01507568359375, 1.9065265655517578]"
377.0,[2683.0],"[2361.0, 4034.0, 4947.0, 1219.0, 1022.0, 3263.0, 3115.0, 1580.0, 1221.0, 1092.0]","[2.617710828781128, 2.599881410598755, 2.5470783710479736, 2.1746299266815186, 2.1278021335601807, 2.117708683013916, 2.1157944202423096, 2.0911617279052734, 1.8530831336975098, 1.8516980409622192]"
72.0,[377.0],"[68954.0, 446.0, 926.0, 1200.0, 4878.0, 253.0, 92259.0, 2571.0, 2810.0, 53953.0]","[3.81567645072937, 3.501741886138916, 3.144982099533081, 3.1363441944122314, 2.2663838863372803, 1.799871563911438, 1.7937849760055542, 1.7110943794250488, 1.6128157377243042, 1.5227230787277222]"
351.0,[81591.0],"[2421.0, 541.0, 1358.0, 1968.0, 260.0, 5971.0, 5991.0, 2987.0, 1265.0, 1263.0]","[1.9989005327224731, 1.720742106437683, 1.368155837059021, 1.364429235458374, 1.2750885486602783, 1.2684905529022217, 1.2369049787521362, 1.1655300855636597, 1.1117619276046753, 1.0822423696517944]"
282.0,"[2918.0, 37741.0, 1213.0]","[527.0, 89864.0, 502.0, 2918.0, 1374.0, 2421.0, 457.0, 922.0, 593.0, 2136.0]","[3.2376327514648438, 2.3180835247039795, 2.190621852874756, 2.168482542037964, 2.1136460304260254, 2.0703158378601074, 1.9729020595550537, 1.9461896419525146, 1.8248212337493896, 1.8106658458709717]"
167.0,[778.0],"[610.0, 4886.0, 1374.0, 3527.0, 50.0, 1917.0, 356.0, 913.0, 57669.0, 3996.0]","[2.7244837284088135, 2.391263484954834, 2.201404571533203, 2.129457712173462, 2.0300490856170654, 2.023470401763916, 1.918142557144165, 1.815415620803833, 1.7294135093688965, 1.7048345804214478]"
141.0,"[4022.0, 69122.0, 4011.0]","[6333.0, 1923.0, 4993.0, 2617.0, 2580.0, 1372.0, 480.0, 25.0, 2706.0, 2421.0]","[2.3546178340911865, 1.906752586364746, 1.7066400051116943, 1.5683280229568481, 1.5443590879440308, 1.4888325929641724, 1.4455082416534424, 1.4202245473861694, 1.4124311208724976, 1.412414312362671]"
133.0,[],"[11.0, 610.0, 6502.0, 356.0, 2072.0, 4370.0, 8874.0, 913.0, 3527.0, 72998.0]","[2.031747579574585, 1.555931806564331, 1.521370530128479, 1.4788814783096313, 1.4354368448257446, 1.3685829639434814, 1.2729464769363403, 1.2586020231246948, 1.236167311668396, 1.2123886346817017]"
380.0,"[4993.0, 34.0, 293.0, 27831.0, 2571.0, 2081.0, 1215.0]","[122890.0, 165.0, 2407.0, 3115.0, 6537.0, 78499.0, 141.0, 3593.0, 44199.0, 224.0]","[4.545755386352539, 3.4215469360351562, 2.940852642059326, 2.8863134384155273, 2.4871745109558105, 2.465575695037842, 2.4597225189208984, 2.424290180206299, 2.381443977355957, 2.3118479251861572]"
198.0,"[1682.0, 2080.0]","[50.0, 1614.0, 2716.0, 430.0, 3527.0, 5349.0, 1645.0, 2421.0, 4223.0, 4361.0]","[2.8454463481903076, 2.7383744716644287, 2.223062753677368, 2.168779134750366, 2.1166534423828125, 2.0832223892211914, 2.043985605239868, 1.9325670003890991, 1.8491719961166382, 1.847521424293518]"
476.0,[],"[44889.0, 539.0, 377.0, 1704.0, 111.0, 588.0, 2968.0, 527.0, 3072.0, 2006.0]","[2.481356620788574, 2.1693761348724365, 2.0555248260498047, 1.9164999723434448, 1.7564700841903687, 1.6470611095428467, 1.6202346086502075, 1.6152349710464478, 1.457706332206726, 1.4436818361282349]"
519.0,[3717.0],"[81845.0, 1197.0, 1653.0, 4306.0, 1210.0, 52975.0, 29.0, 500.0, 1960.0, 8360.0]","[1.9311614036560059, 1.6692405939102173, 1.6043270826339722, 1.4748024940490723, 1.381348967552185, 1.3690828084945679, 1.3654613494873047, 1.2496154308319092, 1.1644318103790283, 1.1639024019241333]"
433.0,[778.0],"[4011.0, 608.0, 7147.0, 2770.0, 14.0, 3893.0, 750.0, 4995.0, 4367.0, 3409.0]","[2.1287832260131836, 2.0453550815582275, 2.041883945465088, 1.9303447008132935, 1.872403621673584, 1.6679309606552124, 1.5989750623703003, 1.5490689277648926, 1.4952038526535034, 1.4018845558166504]"
580.0,"[1721.0, 50.0, 2716.0, 7153.0, 1732.0]","[235.0, 6016.0, 104.0, 64614.0, 3996.0, 5146.0, 1225.0, 253.0, 1617.0, 185.0]","[2.7092740535736084, 2.53786563873291, 2.37166166305542, 2.3353004455566406, 2.279768943786621, 2.2463672161102295, 2.22912859916687, 2.2252089977264404, 2.153651714324951, 2.0759546756744385]"
525.0,"[58559.0, 1198.0]","[1617.0, 110.0, 1259.0, 227.0, 1101.0, 33794.0, 1193.0, 3176.0, 55820.0, 1225.0]","[2.836941957473755, 2.787738561630249, 2.7750203609466553, 2.695430040359497, 2.5198519229888916, 2.354705333709717, 2.2295477390289307, 2.1008901596069336, 2.080989122390747, 1.99038827419281]"
411.0,[208.0],"[248.0, 225.0, 592.0, 852.0, 25.0, 628.0, 236.0, 256.0, 2136.0, 3147.0]","[2.143733501434326, 1.859952449798584, 1.7421503067016602, 1.7330909967422485, 1.7211452722549438, 1.656209111213684, 1.6093363761901855, 1.5885093212127686, 1.5101922750473022, 1.5039013624191284]"
156.0,"[1394.0, 376.0]","[248.0, 922.0, 3745.0, 902.0, 3175.0, 1214.0, 2951.0, 8784.0, 2194.0, 1639.0]","[2.6999528408050537, 2.4890894889831543, 2.398998737335205, 2.144430637359619, 2.0230867862701416, 1.912906289100647, 1.900381088256836, 1.8921301364898682, 1.7981986999511719, 1.782776951789856]"
381.0,[587.0],"[29.0, 7361.0, 1704.0, 1960.0, 80906.0, 81845.0, 3755.0, 3039.0, 1097.0, 4306.0]","[2.919008255004883, 2.809669256210327, 2.741697311401367, 2.639012336730957, 2.6322741508483887, 2.4435596466064453, 2.3752129077911377, 2.366037130355835, 2.1426308155059814, 1.9991554021835327]"
312.0,[924.0],"[5349.0, 1219.0, 51662.0, 1097.0, 1206.0, 225.0, 168.0, 61132.0, 1625.0, 3671.0]","[2.4104344844818115, 2.2342031002044678, 2.0884387493133545, 2.073800802230835, 1.7982112169265747, 1.7387428283691406, 1.7262084484100342, 1.7238613367080688, 1.6601319313049316, 1.6443021297454834]"
43.0,"[435.0, 153.0, 616.0]","[62.0, 432.0, 225.0, 1196.0, 4002.0, 253.0, 207.0, 145.0, 6.0, 2502.0]","[3.3046932220458984, 2.7045652866363525, 2.6690146923065186, 2.4563121795654297, 2.2371740341186523, 2.178741455078125, 2.1401751041412354, 1.9707224369049072, 1.9590080976486206, 1.800369381904602]"
222.0,"[1201.0, 1208.0]","[109487.0, 2716.0, 2174.0, 1367.0, 783.0, 6016.0, 1270.0, 7147.0, 2064.0, 1663.0]","[1.8903131484985352, 1.8742947578430176, 1.8202300071716309, 1.8130650520324707, 1.7648131847381592, 1.5871686935424805, 1.455625057220459, 1.379685640335083, 1.3678827285766602, 1.3425992727279663]"
321.0,[367.0],"[39.0, 377.0, 2355.0, 63082.0, 376.0, 588.0, 3263.0, 1092.0, 2081.0, 480.0]","[1.9512574672698975, 1.7068740129470825, 1.5872864723205566, 1.4991636276245117, 1.3042845726013184, 1.2600317001342773, 1.2348604202270508, 1.230385184288025, 1.0894196033477783, 0.937028706073761]"
226.0,"[48516.0, 4993.0, 8636.0, 104.0]","[32.0, 122904.0, 1387.0, 150.0, 2115.0, 441.0, 344.0, 37741.0, 4308.0, 4848.0]","[2.5773727893829346, 2.5516626834869385, 2.5500524044036865, 2.4763412475585938, 2.158546209335327, 2.1495370864868164, 2.1040701866149902, 1.9271794557571411, 1.901845932006836, 1.8895260095596313]"
458.0,[],"[457.0, 380.0, 350.0, 377.0, 515.0, 39.0, 204.0, 266.0, 196.0, 105.0]","[3.1840977668762207, 2.7827041149139404, 2.679178237915039, 2.5575852394104004, 2.4935882091522217, 2.4289028644561768, 2.267899751663208, 2.13496732711792, 2.0258169174194336, 1.9953535795211792]"
255.0,[],"[2640.0, 4993.0, 1.0, 527.0, 5060.0, 4011.0, 150.0, 60069.0, 3052.0, 595.0]","[1.496444821357727, 1.29000985622406, 1.2199910879135132, 1.1743632555007935, 1.0333868265151978, 0.9715980291366577, 0.9276359677314758, 0.846973717212677, 0.8260647058486938, 0.8016149401664734]"
479.0,[],"[2366.0, 33660.0, 1949.0, 10.0, 44555.0, 1446.0, 61323.0, 1247.0, 2144.0, 3735.0]","[3.105513572692871, 2.9185030460357666, 2.8023464679718018, 2.673562526702881, 2.425494909286499, 2.24784779548645, 2.1169369220733643, 2.0792903900146484, 2.0354466438293457, 1.9657944440841675]"
346.0,[46578.0],"[2001.0, 1022.0, 3263.0, 1580.0, 5919.0, 51662.0, 2826.0, 1233.0, 1092.0, 3703.0]","[2.676912546157837, 2.0511107444763184, 1.9615763425827026, 1.9575620889663696, 1.8470836877822876, 1.8096462488174438, 1.7883539199829102, 1.773163080215454, 1.763549566268921, 1.7071064710617065]"
115.0,[],"[62.0, 648.0, 1259.0, 593.0, 6377.0, 785.0, 1073.0, 1711.0, 1097.0, 109487.0]","[3.9069619178771973, 2.339538812637329, 2.081991195678711, 1.9947774410247803, 1.9791401624679565, 1.968878984451294, 1.9398834705352783, 1.900508165359497, 1.8187861442565918, 1.7798757553100586]"
559.0,[],"[236.0, 736.0, 454.0, 474.0, 588.0, 595.0, 2640.0, 539.0, 1097.0, 105.0]","[2.365757942199707, 2.0385818481445312, 1.995829463005066, 1.904720664024353, 1.888321876525879, 1.8847965002059937, 1.741705298423767, 1.6604987382888794, 1.6481654644012451, 1.6338735818862915]"
256.0,"[3717.0, 520.0]","[68954.0, 500.0, 2571.0, 1704.0, 3072.0, 2529.0, 3639.0, 3578.0, 54259.0, 4973.0]","[3.01277232170105, 2.794597864151001, 2.59332275390625, 2.3000295162200928, 2.2561655044555664, 2.1542346477508545, 2.126915693283081, 2.120849370956421, 2.0323362350463867, 2.029097318649292]"
84.0,"[1247.0, 350.0, 50.0]","[553.0, 62.0, 434.0, 6.0, 2710.0, 25.0, 708.0, 34.0, 6502.0, 153.0]","[3.8777666091918945, 3.283231258392334, 1.9450547695159912, 1.8874573707580566, 1.8529247045516968, 1.8423411846160889, 1.7957159280776978, 1.7780629396438599, 1.7709202766418457, 1.7138956785202026]"
279.0,"[1196.0, 780.0]","[27193.0, 293.0, 5418.0, 68954.0, 3409.0, 10.0, 92259.0, 4367.0, 32.0, 2701.0]","[3.1878750324249268, 2.821169376373291, 2.674258232116699, 2.2445874214172363, 1.906782627105713, 1.8429524898529053, 1.7081438302993774, 1.7051793336868286, 1.6457041501998901, 1.5382603406906128]"
204.0,[79008.0],"[81845.0, 58559.0, 165.0, 8874.0, 168250.0, 68157.0, 589.0, 5349.0, 56367.0, 60069.0]","[2.9573864936828613, 2.439591884613037, 2.2582435607910156, 2.167354106903076, 2.0766851902008057, 2.037648916244507, 1.9391833543777466, 1.831624150276184, 1.799782156944275, 1.6859691143035889]"
157.0,[1270.0],"[500.0, 235.0, 445.0, 342.0, 1704.0, 1101.0, 432.0, 3072.0, 3755.0, 3039.0]","[1.3449026346206665, 1.207072377204895, 1.148688793182373, 1.1239418983459473, 1.0982611179351807, 1.0914020538330078, 1.0729891061782837, 1.0525046586990356, 1.001198649406433, 0.8615401387214661]"
40.0,"[150.0, 454.0]","[1242.0, 858.0, 1090.0, 903.0, 153.0, 1240.0, 648.0, 368.0, 1258.0, 1208.0]","[3.242428779602051, 2.875340461730957, 2.5642449855804443, 2.558457612991333, 2.4888479709625244, 2.483748435974121, 2.4408390522003174, 2.402672052383423, 2.3777847290039062, 2.0706818103790283]"
121.0,[],"[805.0, 4878.0, 48780.0, 5989.0, 1206.0, 1200.0, 53953.0, 2948.0, 2502.0, 1258.0]","[2.1082630157470703, 1.6754478216171265, 1.5495996475219727, 1.4045813083648682, 1.3756378889083862, 1.3645316362380981, 1.3601549863815308, 1.2879058122634888, 1.2825877666473389, 1.2703996896743774]"
307.0,"[1263.0, 56367.0, 4975.0, 296.0, 344.0]","[1278.0, 3869.0, 1968.0, 2019.0, 1172.0, 6.0, 920.0, 1136.0, 349.0, 5971.0]","[2.760960340499878, 2.6513051986694336, 2.3806588649749756, 2.2393386363983154, 2.1573967933654785, 2.131070613861084, 2.1205601692199707, 2.0945096015930176, 2.046006679534912, 1.9676364660263062]"
489.0,"[912.0, 2716.0]","[307.0, 4973.0, 53000.0, 8360.0, 51662.0, 5816.0, 6711.0, 552.0, 64614.0, 2421.0]","[2.9600353240966797, 2.7839949131011963, 2.5430896282196045, 2.4725213050842285, 2.371166706085205, 2.2455503940582275, 2.2353482246398926, 2.137515068054199, 2.1316771507263184, 2.1117067337036133]"
313.0,[3703.0],"[1.0, 1610.0, 8641.0, 4993.0, 4022.0, 3671.0, 1206.0, 48774.0, 1348.0, 555.0]","[3.3135361671447754, 2.116194725036621, 1.9515697956085205, 1.9330358505249023, 1.9193116426467896, 1.8303344249725342, 1.8121696710586548, 1.8104032278060913, 1.780142903327942, 1.7699060440063477]"
448.0,"[1275.0, 3639.0, 3448.0, 500.0]","[95.0, 3147.0, 80463.0, 2762.0, 2596.0, 3263.0, 593.0, 344.0, 8874.0, 6378.0]","[3.1842570304870605, 2.937045097351074, 2.747028112411499, 2.6485252380371094, 2.6158714294433594, 2.511599540710449, 2.395541191101074, 2.25325083732605, 2.1391053199768066, 2.1098313331604004]"
318.0,"[235.0, 91500.0, 61248.0, 48.0]","[2329.0, 5418.0, 1206.0, 31410.0, 2571.0, 25.0, 122904.0, 785.0, 1259.0, 4878.0]","[3.0903267860412598, 2.998920202255249, 2.8280279636383057, 2.3879494667053223, 2.3458430767059326, 2.3407747745513916, 2.2006261348724365, 2.100470542907715, 1.9744830131530762, 1.9672071933746338]"
344.0,[],"[33794.0, 2692.0, 1625.0, 441.0, 6874.0, 1653.0, 1370.0, 1233.0, 47610.0, 1276.0]","[1.5916125774383545, 1.4760686159133911, 1.466282606124878, 1.4207875728607178, 1.4026875495910645, 1.4020094871520996, 1.3872532844543457, 1.3615301847457886, 1.3507413864135742, 1.347700595855713]"
483.0,"[253.0, 1704.0, 1036.0, 273.0]","[1779.0, 33794.0, 1266.0, 783.0, 3751.0, 2572.0, 1206.0, 122890.0, 2312.0, 6377.0]","[2.810837745666504, 2.35901141166687, 2.266047477722168, 2.2490234375, 2.202702283859253, 2.120882272720337, 2.1087636947631836, 1.9443367719650269, 1.9231008291244507, 1.8480926752090454]"
181.0,[225.0],"[173.0, 317.0, 515.0, 252.0, 266.0, 3386.0, 454.0, 555.0, 105.0, 1197.0]","[1.498392105102539, 1.477231740951538, 1.2459381818771362, 1.1879947185516357, 1.187256932258606, 1.1776896715164185, 1.1473332643508911, 1.1287455558776855, 1.1208114624023438, 1.07059645652771]"
438.0,"[1265.0, 500.0, 104.0, 2167.0, 4701.0, 5418.0]","[1704.0, 4306.0, 207.0, 64969.0, 30749.0, 51255.0, 1271.0, 19.0, 55820.0, 307.0]","[2.7787253856658936, 2.5454719066619873, 2.42014741897583, 2.382485866546631, 2.1888062953948975, 2.142059087753296, 2.0410311222076416, 2.0282814502716064, 2.0115227699279785, 1.990304946899414]"
190.0,[],"[4878.0, 1284.0, 61024.0, 1.0, 78469.0, 2858.0, 1206.0, 4973.0, 70286.0, 2571.0]","[2.3360297679901123, 1.9044623374938965, 1.9017502069473267, 1.8460859060287476, 1.7850557565689087, 1.7659140825271606, 1.7504160404205322, 1.737465739250183, 1.6411203145980835, 1.479583501815796]"
592.0,[589.0],"[7458.0, 6377.0, 296.0, 1287.0, 6787.0, 2565.0, 1250.0, 72998.0, 134853.0, 1209.0]","[2.3822171688079834, 2.2581899166107178, 1.9840596914291382, 1.7218457460403442, 1.6819080114364624, 1.6715291738510132, 1.549981951713562, 1.5129144191741943, 1.3864535093307495, 1.3835997581481934]"
328.0,[1206.0],"[2081.0, 1097.0, 168.0, 6874.0, 1348.0, 1206.0, 1.0, 5349.0, 2355.0, 2959.0]","[2.699558973312378, 2.6535847187042236, 2.1763224601745605, 2.052391290664673, 2.039367914199829, 1.945880651473999, 1.9152296781539917, 1.8529664278030396, 1.793494462966919, 1.7356817722320557]"
555.0,[1200.0],"[50.0, 11.0, 502.0, 610.0, 8874.0, 1429.0, 1276.0, 6953.0, 4370.0, 788.0]","[3.1170995235443115, 3.0584301948547363, 2.723785400390625, 2.433107852935791, 2.2019896507263184, 2.0657215118408203, 2.0042827129364014, 1.893784523010254, 1.859387755393982, 1.819947600364685]"
418.0,"[1721.0, 1219.0]","[357.0, 1201.0, 2174.0, 61323.0, 3869.0, 2028.0, 5902.0, 918.0, 1089.0, 44555.0]","[2.7264490127563477, 2.2067713737487793, 1.9951746463775635, 1.9675475358963013, 1.9301331043243408, 1.8443928956985474, 1.8360379934310913, 1.800613284111023, 1.714687705039978, 1.5002576112747192]"
274.0,"[364.0, 431.0, 7143.0, 333.0, 589.0, 70.0]","[69757.0, 4011.0, 1562.0, 858.0, 34.0, 2710.0, 1259.0, 6378.0, 58154.0, 2918.0]","[3.029668092727661, 2.813767671585083, 2.7334604263305664, 2.6700167655944824, 2.4891486167907715, 2.3198788166046143, 2.3014683723449707, 2.229224920272827, 2.1970736980438232, 2.1838183403015137]"
596.0,"[5991.0, 3114.0]","[1358.0, 4011.0, 122886.0, 1237.0, 134130.0, 91500.0, 44191.0, 7147.0, 60684.0, 2987.0]","[2.929603338241577, 2.5314183235168457, 2.3118765354156494, 2.2852654457092285, 2.2768423557281494, 2.1792123317718506, 2.1713085174560547, 2.1307084560394287, 2.121142625808716, 2.100491523742676]"
155.0,[],"[1215.0, 1580.0, 78499.0, 7387.0, 1206.0, 61024.0, 70286.0, 3671.0, 187593.0, 4993.0]","[1.863289713859558, 1.73366379737854, 1.6162265539169312, 1.54378342628479, 1.4828845262527466, 1.3772029876708984, 1.3626104593276978, 1.3403736352920532, 1.3289753198623657, 1.326267957687378]"
79.0,"[260.0, 2076.0]","[353.0, 1222.0, 1086.0, 1429.0, 1234.0, 1375.0, 265.0, 2600.0, 1242.0, 4027.0]","[2.5149569511413574, 2.1644949913024902, 2.0729734897613525, 1.9900273084640503, 1.7907276153564453, 1.729753017425537, 1.7222964763641357, 1.7188992500305176, 1.6942579746246338, 1.6072365045547485]"
