user_id,ground_truth,recommendations,scores
242.0,[],"[3996.0, 592.0, 316.0, 1028.0, 225.0, 4878.0, 4973.0, 1136.0, 110.0, 1479.0]","[2.384998083114624, 2.245154857635498, 2.099231481552124, 1.7296034097671509, 1.5921155214309692, 1.3858966827392578, 1.3770809173583984, 1.345844030380249, 1.3442219495773315, 1.1590795516967773]"
357.0,[11.0],"[2006.0, 500.0, 81845.0, 5218.0, 165.0, 2459.0, 6787.0, 8665.0, 3755.0, 924.0]","[2.7059648036956787, 2.590433359146118, 2.3315601348876953, 2.2949135303497314, 2.280571222305298, 2.275951862335205, 2.1974196434020996, 2.0478713512420654, 2.042168378829956, 1.9158072471618652]"
166.0,"[3000.0, 1580.0, 1234.0]","[736.0, 3386.0, 2617.0, 122904.0, 6.0, 48.0, 910.0, 377.0, 2384.0, 454.0]","[2.708268165588379, 2.6379265785217285, 2.4842100143432617, 2.3554604053497314, 2.213306427001953, 1.8612772226333618, 1.671334147453308, 1.585024118423462, 1.5739327669143677, 1.5196119546890259]"
398.0,[1207.0],"[1080.0, 1265.0, 112852.0, 316.0, 2064.0, 914.0, 2455.0, 69844.0, 3115.0, 50.0]","[3.276031732559204, 3.258247137069702, 2.9327447414398193, 2.7002034187316895, 2.4860904216766357, 2.3117892742156982, 2.0641212463378906, 2.040005683898926, 1.813269019126892, 1.805899977684021]"
377.0,[2683.0],"[4034.0, 2361.0, 4947.0, 1219.0, 3263.0, 1022.0, 3115.0, 1580.0, 1092.0, 1221.0]","[2.5537772178649902, 2.5420854091644287, 2.4666707515716553, 2.3087759017944336, 2.2993812561035156, 2.2018823623657227, 2.098919153213501, 2.0804665088653564, 2.030442714691162, 1.8814970254898071]"
72.0,[377.0],"[68954.0, 446.0, 926.0, 1200.0, 4878.0, 2571.0, 92259.0, 253.0, 27193.0, 53953.0]","[3.8896396160125732, 3.66979718208313, 3.30130934715271, 3.166893482208252, 2.233285903930664, 1.9818552732467651, 1.9731154441833496, 1.9530775547027588, 1.582747459411621, 1.5667551755905151]"
351.0,[81591.0],"[2421.0, 541.0, 1968.0, 1358.0, 260.0, 5991.0, 5971.0, 1265.0, 1263.0, 2987.0]","[2.062575340270996, 1.7188042402267456, 1.3865216970443726, 1.3118282556533813, 1.2472261190414429, 1.2368167638778687, 1.213957667350769, 1.141495943069458, 1.1326160430908203, 1.1277002096176147]"
282.0,"[2918.0, 37741.0, 1213.0]","[527.0, 89864.0, 2918.0, 502.0, 2421.0, 1374.0, 2248.0, 922.0, 457.0, 2136.0]","[3.231764316558838, 2.4210121631622314, 2.2842957973480225, 2.2332394123077393, 2.127802610397339, 2.127520799636841, 1.9983869791030884, 1.9534835815429688, 1.9514776468276978, 1.9463409185409546]"
167.0,[778.0],"[610.0, 4886.0, 1917.0, 3527.0, 50.0, 356.0, 1374.0, 4973.0, 913.0, 57669.0]","[2.728177309036255, 2.3709895610809326, 2.160994052886963, 2.149348497390747, 2.086451768875122, 2.0777671337127686, 2.0586061477661133, 1.787833571434021, 1.785994529724121, 1.7350739240646362]"
141.0,"[4022.0, 69122.0, 4011.0]","[6333.0, 1923.0, 4993.0, 2617.0, 2580.0, 1372.0, 2421.0, 480.0, 25.0, 2706.0]","[2.394122838973999, 1.8719334602355957, 1.7719875574111938, 1.587003231048584, 1.519476056098938, 1.509655237197876, 1.4772804975509644, 1.4481916427612305, 1.4207276105880737, 1.3762099742889404]"
133.0,[],"[11.0, 610.0, 6502.0, 4370.0, 356.0, 2072.0, 8874.0, 913.0, 3527.0, 380.0]","[2.099829912185669, 1.6030824184417725, 1.5620383024215698, 1.4501978158950806, 1.4424010515213013, 1.3922817707061768, 1.2515348196029663, 1.2466267347335815, 1.2098476886749268, 1.204008936882019]"
380.0,"[4993.0, 34.0, 293.0, 27831.0, 2571.0, 2081.0, 1215.0]","[122890.0, 165.0, 2407.0, 3115.0, 3593.0, 78499.0, 44555.0, 6537.0, 44199.0, 141.0]","[4.603269100189209, 3.4099626541137695, 3.138214349746704, 2.9644598960876465, 2.5486321449279785, 2.5195558071136475, 2.5185322761535645, 2.496842384338379, 2.389679431915283, 2.3736844062805176]"
198.0,"[1682.0, 2080.0]","[50.0, 1614.0, 2716.0, 3527.0, 1645.0, 430.0, 2421.0, 5349.0, 45722.0, 4223.0]","[2.936767578125, 2.8428611755371094, 2.237879514694214, 2.205627202987671, 2.0851283073425293, 2.0464553833007812, 2.0373904705047607, 1.9914056062698364, 1.954871654510498, 1.914711594581604]"
476.0,[],"[44889.0, 539.0, 377.0, 1704.0, 111.0, 588.0, 527.0, 2968.0, 2006.0, 3072.0]","[2.5485429763793945, 2.149212598800659, 2.076981544494629, 1.952315092086792, 1.8266111612319946, 1.6489942073822021, 1.6432136297225952, 1.6395137310028076, 1.4754072427749634, 1.3720176219940186]"
519.0,[3717.0],"[81845.0, 1197.0, 1653.0, 4306.0, 52975.0, 500.0, 29.0, 1210.0, 8360.0, 1960.0]","[1.9808884859085083, 1.639966607093811, 1.5305287837982178, 1.47966468334198, 1.377671241760254, 1.3408119678497314, 1.3165104389190674, 1.2719963788986206, 1.210740089416504, 1.1325947046279907]"
433.0,[778.0],"[4011.0, 7147.0, 608.0, 2770.0, 14.0, 3893.0, 750.0, 4367.0, 4995.0, 3409.0]","[2.1947507858276367, 2.101008653640747, 2.0745019912719727, 1.976556658744812, 1.9053263664245605, 1.7383002042770386, 1.6244726181030273, 1.539497971534729, 1.5380947589874268, 1.4378546476364136]"
580.0,"[1721.0, 50.0, 2716.0, 7153.0, 1732.0]","[235.0, 6016.0, 64614.0, 3996.0, 104.0, 1225.0, 1222.0, 5146.0, 430.0, 166528.0]","[2.69183087348938, 2.6520774364471436, 2.510751485824585, 2.4540188312530518, 2.232142448425293, 2.2117116451263428, 2.1692779064178467, 2.1653504371643066, 2.141433000564575, 2.1035778522491455]"
525.0,"[58559.0, 1198.0]","[1259.0, 227.0, 1617.0, 110.0, 1101.0, 33794.0, 1193.0, 3176.0, 1225.0, 55820.0]","[2.8828868865966797, 2.7224807739257812, 2.7217817306518555, 2.692779302597046, 2.508293867111206, 2.4974851608276367, 2.202008008956909, 2.073359966278076, 2.0370826721191406, 1.9909075498580933]"
411.0,[208.0],"[248.0, 25.0, 225.0, 592.0, 628.0, 852.0, 1247.0, 236.0, 3147.0, 292.0]","[2.1825673580169678, 1.8063664436340332, 1.7936557531356812, 1.7726356983184814, 1.7615282535552979, 1.7584044933319092, 1.6346267461776733, 1.6292446851730347, 1.592652440071106, 1.5813955068588257]"
156.0,"[1394.0, 376.0]","[248.0, 922.0, 3745.0, 902.0, 3175.0, 1214.0, 2951.0, 8784.0, 2194.0, 350.0]","[2.7643187046051025, 2.602985382080078, 2.495142698287964, 2.174910068511963, 2.125880241394043, 1.9988502264022827, 1.8705494403839111, 1.820055365562439, 1.8168331384658813, 1.8030320405960083]"
381.0,[587.0],"[29.0, 7361.0, 1704.0, 1960.0, 80906.0, 81845.0, 3755.0, 3039.0, 1097.0, 4306.0]","[3.01609468460083, 2.94331955909729, 2.7965567111968994, 2.7620112895965576, 2.5803701877593994, 2.4447312355041504, 2.4282724857330322, 2.298367977142334, 2.1516668796539307, 1.9445903301239014]"
312.0,[924.0],"[5349.0, 1219.0, 1097.0, 51662.0, 1206.0, 61132.0, 225.0, 3671.0, 1060.0, 168.0]","[2.533078670501709, 2.23893404006958, 2.234532117843628, 2.1799399852752686, 1.863991379737854, 1.8407721519470215, 1.7214701175689697, 1.7034491300582886, 1.6613249778747559, 1.654408574104309]"
43.0,"[435.0, 153.0, 616.0]","[62.0, 432.0, 1196.0, 225.0, 4002.0, 3703.0, 207.0, 6.0, 253.0, 145.0]","[3.471928358078003, 2.689610719680786, 2.572434186935425, 2.5709338188171387, 2.2341020107269287, 2.206983804702759, 2.2002246379852295, 2.12503719329834, 2.056041717529297, 1.9406296014785767]"
222.0,"[1201.0, 1208.0]","[2716.0, 109487.0, 2174.0, 1367.0, 783.0, 6016.0, 2064.0, 1779.0, 1270.0, 7147.0]","[1.9614299535751343, 1.9326101541519165, 1.906010627746582, 1.8873807191848755, 1.8215305805206299, 1.5903180837631226, 1.409391164779663, 1.3969069719314575, 1.3849421739578247, 1.3748779296875]"
321.0,[367.0],"[39.0, 377.0, 2355.0, 63082.0, 376.0, 3263.0, 1092.0, 588.0, 2081.0, 5764.0]","[1.9697774648666382, 1.7426084280014038, 1.65934419631958, 1.5685524940490723, 1.3322750329971313, 1.2460687160491943, 1.2350155115127563, 1.2101497650146484, 1.0987517833709717, 0.9910659193992615]"
226.0,"[48516.0, 4993.0, 8636.0, 104.0]","[150.0, 32.0, 122904.0, 1387.0, 344.0, 4308.0, 2115.0, 441.0, 37741.0, 2081.0]","[2.6573171615600586, 2.5835328102111816, 2.454822540283203, 2.4094161987304688, 2.136474847793579, 2.1204304695129395, 2.0854196548461914, 2.008352041244507, 2.0073156356811523, 1.9845499992370605]"
458.0,[],"[457.0, 380.0, 350.0, 377.0, 515.0, 39.0, 204.0, 105.0, 196.0, 11.0]","[3.20993971824646, 2.945436954498291, 2.7307684421539307, 2.5861034393310547, 2.5129075050354004, 2.429621696472168, 2.354555368423462, 2.1052539348602295, 2.065181016921997, 2.0161995887756348]"
255.0,[],"[2640.0, 4993.0, 1.0, 527.0, 5060.0, 4011.0, 150.0, 60069.0, 3052.0, 1097.0]","[1.51851224899292, 1.3083800077438354, 1.2291359901428223, 1.1806280612945557, 1.0383460521697998, 0.9812631607055664, 0.9313205480575562, 0.8694096207618713, 0.8443947434425354, 0.813582718372345]"
479.0,[],"[2366.0, 33660.0, 1949.0, 10.0, 44555.0, 1446.0, 61323.0, 1247.0, 2144.0, 2407.0]","[3.014582395553589, 2.925218343734741, 2.805410385131836, 2.6808083057403564, 2.5031893253326416, 2.2470037937164307, 2.1339187622070312, 2.126931667327881, 2.025498628616333, 1.9954639673233032]"
346.0,[46578.0],"[2001.0, 1580.0, 1022.0, 3263.0, 5919.0, 2826.0, 1233.0, 1092.0, 51662.0, 225.0]","[2.7505078315734863, 2.150658369064331, 2.1235344409942627, 2.0503013134002686, 1.9709172248840332, 1.9089410305023193, 1.8400793075561523, 1.8296799659729004, 1.8107627630233765, 1.5150477886199951]"
115.0,[],"[62.0, 648.0, 1259.0, 1711.0, 785.0, 593.0, 1073.0, 6377.0, 1097.0, 8984.0]","[3.865280866622925, 2.341560125350952, 2.08439302444458, 2.0040597915649414, 1.9979486465454102, 1.9498779773712158, 1.9018250703811646, 1.837601661682129, 1.8253568410873413, 1.7731647491455078]"
559.0,[],"[236.0, 736.0, 454.0, 474.0, 588.0, 595.0, 2640.0, 105.0, 185.0, 2710.0]","[2.3129186630249023, 2.010922908782959, 1.9628043174743652, 1.91692316532135, 1.851556420326233, 1.8507329225540161, 1.7223259210586548, 1.697873830795288, 1.6747597455978394, 1.6663235425949097]"
256.0,"[3717.0, 520.0]","[68954.0, 500.0, 2571.0, 1704.0, 4973.0, 3072.0, 142488.0, 3578.0, 2529.0, 3639.0]","[3.083895683288574, 2.82721209526062, 2.5563952922821045, 2.3619627952575684, 2.2420032024383545, 2.2141318321228027, 2.211949110031128, 2.1607658863067627, 2.144569158554077, 2.1313719749450684]"
84.0,"[1247.0, 350.0, 50.0]","[553.0, 62.0, 6502.0, 434.0, 153.0, 6.0, 1429.0, 25.0, 708.0, 34.0]","[4.03748083114624, 3.534273624420166, 1.9858266115188599, 1.930896520614624, 1.8725754022598267, 1.8267263174057007, 1.811501383781433, 1.7677603960037231, 1.7374972105026245, 1.7029160261154175]"
279.0,"[1196.0, 780.0]","[27193.0, 293.0, 5418.0, 68954.0, 10.0, 3409.0, 4367.0, 92259.0, 32.0, 2701.0]","[3.3377676010131836, 2.8719401359558105, 2.7472798824310303, 2.3715527057647705, 1.9874510765075684, 1.9416730403900146, 1.7498594522476196, 1.6931030750274658, 1.6610209941864014, 1.658150553703308]"
204.0,[79008.0],"[81845.0, 58559.0, 168250.0, 8874.0, 165.0, 68157.0, 589.0, 56367.0, 5349.0, 60069.0]","[3.1430141925811768, 2.5780458450317383, 2.2991816997528076, 2.2310149669647217, 2.230208158493042, 2.0282881259918213, 2.006129741668701, 1.929996132850647, 1.7338675260543823, 1.724244236946106]"
157.0,[1270.0],"[500.0, 235.0, 445.0, 342.0, 1101.0, 1704.0, 432.0, 3755.0, 3072.0, 2302.0]","[1.3652727603912354, 1.2076807022094727, 1.1698731184005737, 1.1444634199142456, 1.127460241317749, 1.1143531799316406, 1.083485722541809, 1.0249180793762207, 1.0031079053878784, 0.8593413829803467]"
40.0,"[150.0, 454.0]","[1242.0, 858.0, 1090.0, 1240.0, 153.0, 903.0, 648.0, 1258.0, 368.0, 1208.0]","[3.3413422107696533, 2.9776699542999268, 2.638404607772827, 2.590463876724243, 2.554889440536499, 2.549595355987549, 2.531508445739746, 2.3707950115203857, 2.353367567062378, 2.128094434738159]"
121.0,[],"[805.0, 4878.0, 48780.0, 5989.0, 53953.0, 1200.0, 1206.0, 2948.0, 356.0, 1258.0]","[2.2149271965026855, 1.7245968580245972, 1.5803861618041992, 1.4319615364074707, 1.4074835777282715, 1.4058805704116821, 1.4047373533248901, 1.3319875001907349, 1.2787964344024658, 1.2618054151535034]"
307.0,"[1263.0, 56367.0, 4975.0, 296.0, 344.0]","[1278.0, 3869.0, 1968.0, 6.0, 2019.0, 349.0, 1172.0, 1136.0, 920.0, 2135.0]","[2.8047268390655518, 2.64591383934021, 2.3838815689086914, 2.2671351432800293, 2.192873001098633, 2.1576266288757324, 2.1397082805633545, 2.1136419773101807, 2.051152229309082, 1.9712460041046143]"
489.0,"[912.0, 2716.0]","[307.0, 4973.0, 53000.0, 51662.0, 8360.0, 6711.0, 38061.0, 5816.0, 552.0, 36.0]","[3.051851272583008, 2.7569005489349365, 2.706343650817871, 2.461592197418213, 2.436552047729492, 2.1819863319396973, 2.178805112838745, 2.172879457473755, 2.1494953632354736, 2.121107339859009]"
313.0,[3703.0],"[1.0, 1610.0, 1348.0, 1206.0, 4993.0, 3671.0, 8641.0, 353.0, 4022.0, 2858.0]","[3.381517171859741, 2.0757129192352295, 1.902976393699646, 1.8830682039260864, 1.8524625301361084, 1.8206008672714233, 1.8075072765350342, 1.7794519662857056, 1.739577293395996, 1.7354371547698975]"
448.0,"[1275.0, 3639.0, 3448.0, 500.0]","[95.0, 3147.0, 2762.0, 2596.0, 80463.0, 3263.0, 593.0, 8874.0, 6378.0, 344.0]","[3.2944579124450684, 3.212817907333374, 2.612565279006958, 2.562131881713867, 2.5045840740203857, 2.4233710765838623, 2.3725240230560303, 2.1504623889923096, 2.146589517593384, 2.0885541439056396]"
318.0,"[235.0, 91500.0, 61248.0, 48.0]","[5418.0, 2329.0, 1206.0, 25.0, 31410.0, 2571.0, 122904.0, 785.0, 1672.0, 105504.0]","[3.155604600906372, 3.0650038719177246, 2.9866249561309814, 2.4903647899627686, 2.3504607677459717, 2.3249425888061523, 2.2757437229156494, 2.21567964553833, 1.9724220037460327, 1.9431486129760742]"
344.0,[],"[47610.0, 1625.0, 2692.0, 33794.0, 6874.0, 1370.0, 1653.0, 441.0, 1233.0, 29.0]","[1.669256567955017, 1.5352439880371094, 1.501526117324829, 1.4471516609191895, 1.4334378242492676, 1.3977251052856445, 1.331345558166504, 1.3275752067565918, 1.3217531442642212, 1.2621824741363525]"
483.0,"[253.0, 1704.0, 1036.0, 273.0]","[1779.0, 33794.0, 783.0, 3751.0, 1266.0, 1206.0, 122890.0, 6377.0, 54001.0, 2572.0]","[2.849074602127075, 2.4011130332946777, 2.3657889366149902, 2.3178117275238037, 2.3089241981506348, 2.1835029125213623, 2.1594760417938232, 2.0107033252716064, 2.0020689964294434, 1.8709197044372559]"
181.0,[225.0],"[173.0, 317.0, 3386.0, 515.0, 252.0, 370.0, 454.0, 266.0, 555.0, 122904.0]","[1.5347411632537842, 1.5203371047973633, 1.302704095840454, 1.2468715906143188, 1.2150826454162598, 1.1856707334518433, 1.1554481983184814, 1.1424449682235718, 1.1333781480789185, 1.1299184560775757]"
438.0,"[1265.0, 500.0, 104.0, 2167.0, 4701.0, 5418.0]","[1704.0, 4306.0, 207.0, 64969.0, 30749.0, 51255.0, 55820.0, 307.0, 1271.0, 19.0]","[2.795954704284668, 2.512998104095459, 2.4082560539245605, 2.202899694442749, 2.189774751663208, 2.163986921310425, 2.1410717964172363, 2.132669448852539, 2.1019959449768066, 2.085658073425293]"
190.0,[],"[4878.0, 1284.0, 61024.0, 1.0, 78469.0, 2858.0, 1206.0, 70286.0, 4973.0, 1393.0]","[2.3747408390045166, 2.258369207382202, 1.9191042184829712, 1.8936002254486084, 1.8112475872039795, 1.7237166166305542, 1.7058833837509155, 1.633164882659912, 1.589546799659729, 1.533172369003296]"
592.0,[589.0],"[7458.0, 6377.0, 296.0, 1287.0, 6787.0, 2565.0, 1250.0, 72998.0, 1209.0, 134853.0]","[2.557140588760376, 2.3911073207855225, 2.0667474269866943, 1.7792892456054688, 1.7517346143722534, 1.726206660270691, 1.6473069190979004, 1.5585836172103882, 1.4779788255691528, 1.4443813562393188]"
328.0,[1206.0],"[2081.0, 1097.0, 168.0, 6874.0, 1348.0, 1206.0, 2355.0, 1.0, 5349.0, 2959.0]","[2.7731361389160156, 2.71522855758667, 2.2355170249938965, 2.1961231231689453, 2.089244842529297, 1.9299356937408447, 1.8448915481567383, 1.8409183025360107, 1.7549954652786255, 1.7328085899353027]"
555.0,[1200.0],"[50.0, 11.0, 502.0, 1429.0, 610.0, 6953.0, 1276.0, 8874.0, 141.0, 6502.0]","[2.9105165004730225, 2.8390748500823975, 2.739906072616577, 2.2886769771575928, 2.2643744945526123, 2.22810959815979, 2.1261680126190186, 1.9762706756591797, 1.9497082233428955, 1.8606277704238892]"
418.0,"[1721.0, 1219.0]","[357.0, 1201.0, 2174.0, 61323.0, 3869.0, 918.0, 2028.0, 5902.0, 1089.0, 44555.0]","[2.8725521564483643, 2.185577630996704, 2.073148012161255, 1.9940022230148315, 1.964246392250061, 1.8671118021011353, 1.782791018486023, 1.7544413805007935, 1.6776444911956787, 1.4721758365631104]"
274.0,"[364.0, 431.0, 7143.0, 333.0, 589.0, 70.0]","[69757.0, 1562.0, 4011.0, 858.0, 34.0, 58154.0, 6378.0, 1259.0, 2710.0, 5952.0]","[3.1692137718200684, 2.860455274581909, 2.836904287338257, 2.6469995975494385, 2.535680055618286, 2.280311346054077, 2.27238392829895, 2.248405694961548, 2.2290937900543213, 2.1740000247955322]"
596.0,"[5991.0, 3114.0]","[1358.0, 1237.0, 4011.0, 122886.0, 134130.0, 44191.0, 91500.0, 2987.0, 7147.0, 60684.0]","[3.0480096340179443, 2.4435062408447266, 2.43965482711792, 2.396372079849243, 2.3207435607910156, 2.230787754058838, 2.20137095451355, 2.159022331237793, 2.1169967651367188, 2.0968477725982666]"
155.0,[],"[1215.0, 1580.0, 78499.0, 7387.0, 1206.0, 70286.0, 61024.0, 4993.0, 3671.0, 53125.0]","[1.9622911214828491, 1.8255765438079834, 1.6306489706039429, 1.5674958229064941, 1.4031386375427246, 1.377434492111206, 1.3651221990585327, 1.3489736318588257, 1.3465949296951294, 1.3310871124267578]"
79.0,"[260.0, 2076.0]","[353.0, 1429.0, 1086.0, 1222.0, 1375.0, 2600.0, 4027.0, 94.0, 1242.0, 265.0]","[2.25740385055542, 2.195000410079956, 2.1703691482543945, 2.07694935798645, 1.7040995359420776, 1.6987390518188477, 1.6828240156173706, 1.6803892850875854, 1.6764709949493408, 1.6751041412353516]"
