user_id,ground_truth,recommendations,scores
17.0,[1213.0],"[4880.0, 3363.0, 1212.0, 3827.0, 858.0, 1203.0, 1259.0, 1091.0, 1199.0, 102125.0]","[3.2035319805145264, 2.736725330352783, 2.7315406799316406, 2.5563595294952393, 2.27392578125, 2.1064131259918213, 2.0809264183044434, 1.771195411682129, 1.6298768520355225, 1.6234915256500244]"
580.0,"[1127.0, 4973.0, 924.0, 5445.0, 6365.0, 2600.0]","[15.0, 2529.0, 1409.0, 2683.0, 8636.0, 4963.0, 1019.0, 6377.0, 55620.0, 5445.0]","[3.9675090312957764, 2.8545424938201904, 2.8429713249206543, 2.80519962310791, 2.7275264263153076, 2.722226142883301, 2.49045729637146, 2.468035936355591, 2.3595831394195557, 2.2851078510284424]"
19.0,[1270.0],"[2100.0, 8738.0, 588.0, 82.0, 61.0, 3.0, 47.0, 46976.0, 4701.0, 111759.0]","[3.2842607498168945, 3.1246652603149414, 3.0001933574676514, 2.6469337940216064, 2.5426435470581055, 2.453078269958496, 2.4011008739471436, 2.3348162174224854, 2.2387213706970215, 2.1668059825897217]"
141.0,[99114.0],"[858.0, 6942.0, 91529.0, 112183.0, 750.0, 1221.0, 58559.0, 1198.0, 3578.0, 3082.0]","[3.9044830799102783, 3.4020214080810547, 2.2919375896453857, 2.273024082183838, 2.1426937580108643, 2.0837063789367676, 1.963354229927063, 1.9593232870101929, 1.6715964078903198, 1.6666629314422607]"
166.0,"[10.0, 2396.0, 2947.0, 2918.0]","[720.0, 4011.0, 1230.0, 1320.0, 5378.0, 307.0, 48774.0, 53322.0, 2694.0, 1221.0]","[2.9926884174346924, 2.2797164916992188, 2.030411958694458, 1.9569424390792847, 1.9112906455993652, 1.8811345100402832, 1.8304721117019653, 1.7711286544799805, 1.7283663749694824, 1.6813184022903442]"
362.0,[318.0],"[2064.0, 2968.0, 60333.0, 164179.0, 2599.0, 1093.0, 2539.0, 2641.0, 3798.0, 52.0]","[2.7897205352783203, 2.6710145473480225, 2.547104835510254, 2.534625291824341, 2.311929702758789, 2.1446492671966553, 2.12404465675354, 2.1240415573120117, 2.084228992462158, 1.930558681488037]"
608.0,"[51662.0, 3300.0, 6502.0, 3081.0]","[1073.0, 419.0, 610.0, 2115.0, 2571.0, 140.0, 7361.0, 1213.0, 5146.0, 509.0]","[2.756176233291626, 2.61441707611084, 2.4158196449279785, 2.2991199493408203, 2.2198421955108643, 2.0872223377227783, 2.0859944820404053, 2.078382968902588, 2.0473620891571045, 2.0431487560272217]"
334.0,"[2571.0, 5618.0]","[1721.0, 1234.0, 1732.0, 3409.0, 4011.0, 1994.0, 1215.0, 69844.0, 70286.0, 4022.0]","[2.3780131340026855, 2.0475075244903564, 1.9378587007522583, 1.8872721195220947, 1.859934687614441, 1.7761305570602417, 1.7751611471176147, 1.7641109228134155, 1.730281114578247, 1.6603955030441284]"
474.0,"[919.0, 150.0, 2006.0, 2941.0, 1639.0, 29.0, 7371.0, 45720.0, 421.0]","[376.0, 6711.0, 1584.0, 555.0, 1683.0, 29.0, 3911.0, 913.0, 230.0, 231.0]","[3.8578548431396484, 3.4470415115356445, 3.15973162651062, 2.744777202606201, 2.6961352825164795, 2.5861237049102783, 2.419497013092041, 2.2629902362823486, 2.112421989440918, 2.1041948795318604]"
253.0,[],"[32587.0, 1409.0, 8636.0, 1172.0, 3300.0, 6711.0, 4963.0, 5608.0, 1339.0, 1214.0]","[3.152860641479492, 1.891008734703064, 1.770838975906372, 1.6573864221572876, 1.6499122381210327, 1.6193007230758667, 1.5984880924224854, 1.586227536201477, 1.5786908864974976, 1.5758495330810547]"
223.0,[260.0],"[1409.0, 5902.0, 5445.0, 4963.0, 1208.0, 3300.0, 1339.0, 593.0, 7360.0, 5608.0]","[2.120382785797119, 1.8992562294006348, 1.8623148202896118, 1.7603305578231812, 1.6300604343414307, 1.3871245384216309, 1.323042392730713, 1.3156465291976929, 1.3148322105407715, 1.3090077638626099]"
294.0,[],"[25.0, 2692.0, 77561.0, 45.0, 648.0, 329.0, 2826.0, 187593.0, 41569.0, 434.0]","[2.8172500133514404, 2.7840347290039062, 2.726630926132202, 2.6400725841522217, 2.499504804611206, 2.331342935562134, 2.2900216579437256, 2.026218891143799, 1.9246755838394165, 1.9230735301971436]"
195.0,"[1466.0, 608.0]","[1196.0, 158.0, 7438.0, 62.0, 1225.0, 475.0, 3408.0, 48516.0, 1479.0, 2115.0]","[2.5305442810058594, 2.156590461730957, 1.8863816261291504, 1.8551961183547974, 1.7804518938064575, 1.7718679904937744, 1.7445305585861206, 1.6912903785705566, 1.664549469947815, 1.6037203073501587]"
273.0,[],"[1259.0, 3363.0, 50.0, 4979.0, 2716.0, 47.0, 3408.0, 1028.0, 25.0, 4880.0]","[2.806121587753296, 2.5694432258605957, 2.087705135345459, 1.8618360757827759, 1.6615349054336548, 1.6434084177017212, 1.5773457288742065, 1.4431867599487305, 1.2900564670562744, 1.2889076471328735]"
232.0,"[3809.0, 296.0, 4886.0]","[4370.0, 588.0, 3977.0, 3527.0, 1587.0, 434.0, 1.0, 3300.0, 2710.0, 4015.0]","[3.650838613510132, 3.4820308685302734, 2.9393961429595947, 2.603468418121338, 2.4724509716033936, 2.4323086738586426, 2.381622076034546, 2.3003180027008057, 2.2633891105651855, 2.2431795597076416]"
190.0,[5816.0],"[4993.0, 1246.0, 858.0, 1212.0, 3578.0, 529.0, 5995.0, 36.0, 5965.0, 79132.0]","[2.505178213119507, 2.414517402648926, 2.1689064502716064, 2.153099536895752, 2.0680932998657227, 1.929269790649414, 1.909895420074463, 1.8949449062347412, 1.8676254749298096, 1.8563930988311768]"
588.0,[175.0],"[68358.0, 230.0, 7153.0, 435.0, 351.0, 161.0, 802.0, 208.0, 1291.0, 150.0]","[2.2711668014526367, 2.175997734069824, 1.8479689359664917, 1.8075371980667114, 1.7990056276321411, 1.6585618257522583, 1.4811087846755981, 1.4629098176956177, 1.4118856191635132, 1.3270927667617798]"
105.0,"[68237.0, 4262.0, 5378.0]","[1200.0, 2329.0, 1201.0, 68358.0, 158.0, 10.0, 172.0, 106920.0, 1208.0, 1552.0]","[2.950467586517334, 2.852768659591675, 2.5915729999542236, 2.4898126125335693, 2.442072629928589, 2.0345773696899414, 1.915597915649414, 1.8664504289627075, 1.7869651317596436, 1.6199924945831299]"
221.0,"[1219.0, 3996.0, 5902.0]","[5048.0, 99114.0, 5010.0, 1580.0, 1333.0, 1446.0, 2094.0, 1639.0, 2947.0, 48394.0]","[2.408564329147339, 2.3069233894348145, 2.090211868286133, 1.9343454837799072, 1.7742494344711304, 1.772344946861267, 1.694000244140625, 1.6493022441864014, 1.6367158889770508, 1.6218410730361938]"
560.0,"[1208.0, 8917.0, 54286.0]","[1092.0, 5010.0, 2959.0, 4963.0, 1610.0, 66934.0, 81591.0, 5445.0, 139385.0, 39183.0]","[2.2543911933898926, 2.2460575103759766, 1.8787285089492798, 1.8694974184036255, 1.7574151754379272, 1.7299346923828125, 1.7087774276733398, 1.7017217874526978, 1.6965252161026, 1.618328332901001]"
404.0,[],"[805.0, 802.0, 457.0, 160.0, 163.0, 628.0, 34.0, 527.0, 1233.0, 230.0]","[2.6109180450439453, 1.7533273696899414, 1.6418178081512451, 1.6354413032531738, 1.6026743650436401, 1.5379985570907593, 1.4915491342544556, 1.4266486167907715, 1.2969096899032593, 1.2426518201828003]"
429.0,[],"[1.0, 60069.0, 318.0, 1446.0, 105.0, 442.0, 265.0, 273.0, 6333.0, 356.0]","[3.7894513607025146, 2.1908228397369385, 1.9929932355880737, 1.6115491390228271, 1.5929460525512695, 1.5761114358901978, 1.5717345476150513, 1.5710126161575317, 1.5667028427124023, 1.5550189018249512]"
160.0,"[1019.0, 1748.0]","[2424.0, 1259.0, 112556.0, 2694.0, 1449.0, 3363.0, 1246.0, 3210.0, 6377.0, 2420.0]","[2.5230939388275146, 2.34671950340271, 2.3421404361724854, 2.2899012565612793, 2.2663660049438477, 2.161384105682373, 2.014394521713257, 1.959128499031067, 1.9331051111221313, 1.9177926778793335]"
219.0,[],"[1739.0, 1372.0, 1278.0, 79008.0, 1262.0, 2100.0, 778.0, 724.0, 2001.0, 150.0]","[3.171205759048462, 2.5392727851867676, 2.29392671585083, 2.247821092605591, 2.212238073348999, 2.152387857437134, 2.144883155822754, 2.1361005306243896, 2.0268399715423584, 2.0072882175445557]"
68.0,"[122918.0, 6377.0]","[3174.0, 98961.0, 2080.0, 1304.0, 3668.0, 593.0, 161.0, 2248.0, 68157.0, 104218.0]","[3.2199628353118896, 2.7081079483032227, 2.6543378829956055, 2.5505151748657227, 2.5166561603546143, 2.5033326148986816, 2.475721597671509, 2.428985834121704, 2.40752911567688, 2.399089813232422]"
484.0,"[1917.0, 356.0, 500.0, 3809.0]","[1387.0, 6365.0, 45.0, 2797.0, 2641.0, 1732.0, 96079.0, 7254.0, 53125.0, 60684.0]","[3.8295018672943115, 2.826627731323242, 2.4884097576141357, 2.449653387069702, 2.3046064376831055, 2.2089619636535645, 2.193854808807373, 2.1241180896759033, 1.9789968729019165, 1.9468342065811157]"
434.0,"[1391.0, 2959.0, 5952.0, 5669.0, 924.0]","[4973.0, 1084.0, 2918.0, 68157.0, 2529.0, 3552.0, 50872.0, 1391.0, 6711.0, 1089.0]","[2.78236722946167, 2.5965330600738525, 2.3036513328552246, 2.1854288578033447, 2.1459946632385254, 2.1443448066711426, 2.1296610832214355, 2.125032424926758, 2.1143181324005127, 2.1133193969726562]"
480.0,"[3101.0, 1304.0, 253.0, 7143.0]","[44972.0, 6888.0, 4388.0, 3671.0, 1225.0, 4015.0, 33794.0, 3408.0, 1588.0, 39.0]","[3.013824701309204, 2.9991092681884766, 2.8470473289489746, 2.5943901538848877, 2.4824345111846924, 2.3005504608154297, 2.1880064010620117, 2.1564855575561523, 2.130831003189087, 2.0421347618103027]"
376.0,"[292.0, 1258.0, 4973.0]","[1730.0, 539.0, 380.0, 1683.0, 1569.0, 3911.0, 2028.0, 5377.0, 4262.0, 5956.0]","[2.802396297454834, 2.662447214126587, 2.6595189571380615, 2.402911424636841, 2.103938341140747, 2.1008312702178955, 2.087785243988037, 2.079901933670044, 1.9944175481796265, 1.8088574409484863]"
428.0,"[1653.0, 2657.0]","[293.0, 32587.0, 2395.0, 48394.0, 288.0, 593.0, 216.0, 8874.0, 590.0, 3.0]","[2.36358380317688, 2.0670652389526367, 2.0057477951049805, 1.9659126996994019, 1.9289746284484863, 1.9074437618255615, 1.6951671838760376, 1.6834278106689453, 1.6798509359359741, 1.6497515439987183]"
40.0,[],"[292.0, 161.0, 246.0, 802.0, 553.0, 10.0, 160.0, 105.0, 225.0, 585.0]","[3.971728801727295, 3.514867067337036, 3.129446029663086, 3.05777645111084, 2.88224720954895, 2.656325578689575, 2.6179966926574707, 2.292325735092163, 2.1754071712493896, 1.9655959606170654]"
115.0,[296.0],"[47629.0, 91500.0, 64957.0, 5669.0, 4874.0, 481.0, 5618.0, 293.0, 3668.0, 225.0]","[2.820493221282959, 2.7753725051879883, 2.633922576904297, 2.46964693069458, 2.11936354637146, 2.0845658779144287, 2.0552587509155273, 1.9819337129592896, 1.8510632514953613, 1.849043369293213]"
606.0,"[48997.0, 1079.0, 2021.0, 2997.0, 1278.0]","[1089.0, 1185.0, 969.0, 381.0, 2628.0, 5618.0, 1084.0, 48394.0, 1288.0, 69122.0]","[3.154947519302368, 2.653932809829712, 2.580860137939453, 2.502650499343872, 2.455057382583618, 2.421614170074463, 2.2899396419525146, 2.106759786605835, 2.098325252532959, 2.014103412628174]"
125.0,[7438.0],"[5995.0, 79132.0, 1246.0, 1212.0, 1962.0, 529.0, 1704.0, 150.0, 81845.0, 168250.0]","[3.0125346183776855, 2.7438783645629883, 2.7339138984680176, 2.714686870574951, 2.6640207767486572, 2.5989696979522705, 2.387624740600586, 2.3651626110076904, 2.342564344406128, 2.3170878887176514]"
83.0,"[1246.0, 4973.0]","[6711.0, 266.0, 1172.0, 79132.0, 94959.0, 70286.0, 2657.0, 6333.0, 1059.0, 2858.0]","[3.163956642150879, 2.5311102867126465, 2.1351168155670166, 1.9739211797714233, 1.9654000997543335, 1.6939741373062134, 1.6920772790908813, 1.6907111406326294, 1.669258952140808, 1.659581184387207]"
312.0,"[2762.0, 1090.0]","[82.0, 5418.0, 4995.0, 1215.0, 1446.0, 1272.0, 1617.0, 457.0, 83134.0, 1921.0]","[2.8421316146850586, 2.646904230117798, 2.596674919128418, 2.5871341228485107, 2.505206346511841, 2.088921308517456, 2.068159341812134, 2.003248929977417, 1.873759150505066, 1.82169771194458]"
159.0,[81845.0],"[5418.0, 2694.0, 1721.0, 104.0, 122904.0, 1028.0, 1270.0, 8368.0, 53322.0, 6942.0]","[2.4793624877929688, 2.236762762069702, 2.208880662918091, 2.0286550521850586, 1.883556604385376, 1.8284878730773926, 1.6322846412658691, 1.5178248882293701, 1.5063581466674805, 1.4879798889160156]"
212.0,[589.0],"[1517.0, 8665.0, 36529.0, 106782.0, 79132.0, 333.0, 1921.0, 3039.0, 485.0, 122900.0]","[2.4642910957336426, 2.279470682144165, 2.254593849182129, 2.1503055095672607, 2.116832733154297, 2.0576210021972656, 2.0187203884124756, 1.9910281896591187, 1.9506933689117432, 1.9504934549331665]"
401.0,[53125.0],"[106782.0, 1079.0, 4299.0, 168250.0, 79008.0, 2871.0, 6539.0, 134130.0, 1278.0, 83134.0]","[2.3642640113830566, 2.343905448913574, 2.11279296875, 2.0317811965942383, 1.9516973495483398, 1.9075605869293213, 1.8572543859481812, 1.8266593217849731, 1.8252912759780884, 1.7518502473831177]"
63.0,"[527.0, 1201.0]","[1258.0, 4011.0, 32.0, 1584.0, 7438.0, 236.0, 8665.0, 1730.0, 1375.0, 4239.0]","[2.9914188385009766, 2.9012417793273926, 2.77532696723938, 2.7716784477233887, 2.682325839996338, 2.4003541469573975, 2.048236846923828, 1.862181305885315, 1.8162710666656494, 1.809502363204956]"
32.0,"[1073.0, 592.0]","[329.0, 539.0, 2628.0, 1584.0, 913.0, 16.0, 380.0, 653.0, 15.0, 3555.0]","[2.103893995285034, 1.9629582166671753, 1.9056354761123657, 1.8489056825637817, 1.7019562721252441, 1.6961901187896729, 1.6614701747894287, 1.593039631843567, 1.541404128074646, 1.5411624908447266]"
263.0,[6773.0],"[7899.0, 457.0, 1233.0, 45.0, 1.0, 318.0, 337.0, 141.0, 7293.0, 2797.0]","[2.3722383975982666, 2.2879483699798584, 2.1051652431488037, 2.070596218109131, 1.9356372356414795, 1.9220103025436401, 1.879188060760498, 1.8001928329467773, 1.7373322248458862, 1.7340953350067139]"
122.0,[608.0],"[47629.0, 64957.0, 1088.0, 91500.0, 5669.0, 70599.0, 3301.0, 6378.0, 49286.0, 59315.0]","[2.9874002933502197, 2.887904167175293, 2.7308077812194824, 2.679471254348755, 2.656263589859009, 2.6077375411987305, 2.597127914428711, 2.543753147125244, 2.5148370265960693, 2.4861767292022705]"
188.0,[1304.0],"[858.0, 5995.0, 1193.0, 50.0, 1209.0, 4880.0, 2019.0, 106782.0, 3827.0, 3363.0]","[3.7960915565490723, 3.4094784259796143, 3.2027573585510254, 3.131169080734253, 2.786470413208008, 2.4888827800750732, 2.325944662094116, 2.0399551391601562, 2.002547025680542, 1.7081530094146729]"
8.0,[253.0],"[597.0, 296.0, 161.0, 367.0, 39.0, 5445.0, 2396.0, 292.0, 95510.0, 339.0]","[2.6471638679504395, 1.978243112564087, 1.91575026512146, 1.8717120885849, 1.842947244644165, 1.3910465240478516, 1.338804006576538, 1.3326014280319214, 1.2544690370559692, 1.2231782674789429]"
594.0,"[2716.0, 1917.0, 1088.0]","[62.0, 8368.0, 253.0, 778.0, 2683.0, 5146.0, 2710.0, 5989.0, 1235.0, 6537.0]","[3.648134231567383, 2.6882224082946777, 2.6409835815429688, 2.318138599395752, 2.0702083110809326, 2.0044615268707275, 1.9524682760238647, 1.9194787740707397, 1.8729190826416016, 1.7963913679122925]"
573.0,"[592.0, 88140.0, 185.0, 80463.0]","[54001.0, 1092.0, 69.0, 2115.0, 4873.0, 58559.0, 1676.0, 97921.0, 2085.0, 6188.0]","[3.028804063796997, 2.6488678455352783, 2.6264450550079346, 2.6070446968078613, 2.3872365951538086, 2.3635518550872803, 2.334103584289551, 2.2360217571258545, 2.2158539295196533, 2.195603847503662]"
600.0,"[29.0, 2174.0]","[2599.0, 2064.0, 1093.0, 2539.0, 1387.0, 1127.0, 45.0, 42728.0, 5066.0, 5.0]","[3.4056243896484375, 2.701871871948242, 2.630844831466675, 2.464688539505005, 2.4290194511413574, 2.428156614303589, 2.3996243476867676, 2.3145599365234375, 2.3003149032592773, 2.1730363368988037]"
370.0,[],"[4963.0, 5445.0, 111.0, 2858.0, 4979.0, 106487.0, 86911.0, 383.0, 47.0, 48516.0]","[1.6646842956542969, 1.6146165132522583, 1.5999319553375244, 1.458539605140686, 1.4167529344558716, 1.4097223281860352, 1.4026159048080444, 1.3639919757843018, 1.3392049074172974, 1.3080220222473145]"
318.0,"[72998.0, 59315.0, 344.0, 99114.0]","[5048.0, 329.0, 1653.0, 2324.0, 2006.0, 1356.0, 653.0, 79132.0, 1235.0, 112556.0]","[3.353132963180542, 2.7167065143585205, 2.3346445560455322, 2.2854020595550537, 2.2833096981048584, 2.0607385635375977, 2.0261895656585693, 1.9028120040893555, 1.8429290056228638, 1.806025505065918]"
460.0,"[48516.0, 7143.0]","[111759.0, 858.0, 31658.0, 1246.0, 46976.0, 1704.0, 4701.0, 3578.0, 1262.0, 1221.0]","[3.2175211906433105, 2.740675687789917, 2.173776626586914, 2.087944507598877, 2.040891408920288, 1.9349323511123657, 1.9261741638183594, 1.8789527416229248, 1.7907114028930664, 1.7214006185531616]"
346.0,[1968.0],"[899.0, 106782.0, 1704.0, 4993.0, 168250.0, 81562.0, 1091.0, 80463.0, 122918.0, 2.0]","[3.17807936668396, 2.925302743911743, 2.32381010055542, 2.2277462482452393, 2.0847089290618896, 1.9939180612564087, 1.9716976881027222, 1.884961485862732, 1.6980607509613037, 1.6831034421920776]"
599.0,"[111759.0, 2329.0, 88163.0, 1204.0]","[1084.0, 1228.0, 17.0, 1221.0, 3671.0, 1274.0, 102125.0, 594.0, 42728.0, 5066.0]","[2.955329418182373, 2.5227551460266113, 2.522115468978882, 2.518230438232422, 2.4802627563476562, 2.420015811920166, 2.301191806793213, 2.1670970916748047, 2.1426775455474854, 2.132864475250244]"
607.0,[],"[376.0, 36.0, 594.0, 300.0, 34.0, 610.0, 86.0, 628.0, 1089.0, 608.0]","[1.9947189092636108, 1.9678467512130737, 1.7979146242141724, 1.7233991622924805, 1.5629985332489014, 1.545932412147522, 1.512978196144104, 1.4368704557418823, 1.390667200088501, 1.37555730342865]"
215.0,"[4993.0, 30749.0]","[46578.0, 127096.0, 3527.0, 4954.0, 79132.0, 18.0, 68157.0, 2355.0, 832.0, 356.0]","[2.3494129180908203, 2.0453927516937256, 1.809794545173645, 1.7884435653686523, 1.5913493633270264, 1.5731849670410156, 1.5217740535736084, 1.4419820308685303, 1.4251000881195068, 1.3298618793487549]"
448.0,"[5445.0, 1641.0, 3552.0, 2542.0, 1262.0]","[1588.0, 2706.0, 45720.0, 34405.0, 4896.0, 1020.0, 2395.0, 916.0, 106782.0, 1252.0]","[3.0497305393218994, 2.985861301422119, 2.8389358520507812, 2.8019585609436035, 2.794135332107544, 2.4705934524536133, 2.321978807449341, 2.278125762939453, 2.2441391944885254, 2.232048273086548]"
119.0,"[5574.0, 4299.0]","[457.0, 34405.0, 5418.0, 57669.0, 51255.0, 1358.0, 91529.0, 1446.0, 2470.0, 97913.0]","[3.4600486755371094, 2.3206684589385986, 2.2361905574798584, 1.887235164642334, 1.8316478729248047, 1.8284938335418701, 1.7674723863601685, 1.7193785905838013, 1.7075785398483276, 1.698199987411499]"
62.0,[8368.0],"[89745.0, 98961.0, 108190.0, 111759.0, 1089.0, 104218.0, 2628.0, 2617.0, 1240.0, 223.0]","[2.9008853435516357, 2.585824489593506, 2.489668369293213, 2.3204798698425293, 2.297044038772583, 2.2888779640197754, 2.1472580432891846, 2.106316328048706, 2.0447099208831787, 1.9920984506607056]"
517.0,[],"[68358.0, 1446.0, 357.0, 1517.0, 10.0, 1073.0, 225.0, 587.0, 318.0, 127096.0]","[1.622418761253357, 1.5753772258758545, 1.5492502450942993, 1.53340482711792, 1.3387973308563232, 1.322851538658142, 1.2715725898742676, 1.2511324882507324, 1.210968017578125, 1.2105106115341187]"
373.0,[253.0],"[329.0, 457.0, 590.0, 1092.0, 19.0, 527.0, 524.0, 1213.0, 435.0, 48774.0]","[2.698857307434082, 2.239640474319458, 2.1499152183532715, 1.9898195266723633, 1.7284878492355347, 1.6851352453231812, 1.6796073913574219, 1.6559388637542725, 1.6334336996078491, 1.6176731586456299]"
349.0,[377.0],"[454.0, 339.0, 47099.0, 587.0, 95510.0, 420.0, 828.0, 51662.0, 494.0, 29.0]","[4.067831516265869, 2.401364803314209, 2.134202480316162, 2.1213161945343018, 2.0961692333221436, 1.8556910753250122, 1.7610692977905273, 1.746415138244629, 1.5833449363708496, 1.577219009399414]"
368.0,"[1358.0, 1193.0]","[293.0, 292.0, 163.0, 6377.0, 351.0, 6333.0, 160.0, 608.0, 778.0, 5378.0]","[2.6825387477874756, 2.5491714477539062, 2.208411693572998, 2.1562130451202393, 2.029022455215454, 1.9657180309295654, 1.9608166217803955, 1.929787278175354, 1.8992303609848022, 1.8764491081237793]"
51.0,"[3.0, 339.0, 7.0, 8874.0, 260.0]","[5965.0, 1213.0, 594.0, 1682.0, 1196.0, 2028.0, 1250.0, 2019.0, 21.0, 69844.0]","[3.251373291015625, 3.0512866973876953, 2.604550361633301, 2.5880372524261475, 2.5299015045166016, 2.202343225479126, 2.0708401203155518, 1.9363235235214233, 1.9341520071029663, 1.8821128606796265]"
591.0,[3114.0],"[296.0, 1304.0, 7147.0, 1234.0, 2858.0, 39.0, 53953.0, 4993.0, 70286.0, 3671.0]","[3.33272123336792, 3.0005359649658203, 2.9398159980773926, 2.6167218685150146, 2.6150619983673096, 2.313037633895874, 2.1595635414123535, 2.141800880432129, 2.1283020973205566, 2.0637242794036865]"
52.0,"[5010.0, 134853.0, 134130.0]","[108932.0, 4896.0, 36529.0, 1375.0, 4226.0, 1198.0, 7147.0, 4011.0, 1653.0, 4993.0]","[3.2961363792419434, 2.8604886531829834, 2.7146408557891846, 2.3963510990142822, 2.2508835792541504, 2.22827410697937, 2.1215362548828125, 2.0277700424194336, 2.0042805671691895, 1.9345850944519043]"
82.0,[],"[3273.0, 7899.0, 3753.0, 1242.0, 6.0, 1784.0, 39.0, 527.0, 590.0, 2021.0]","[3.1263437271118164, 2.2384841442108154, 2.076878547668457, 2.074173927307129, 1.983893871307373, 1.958848476409912, 1.9354296922683716, 1.9063621759414673, 1.8113138675689697, 1.5834203958511353]"
28.0,"[475.0, 1221.0]","[1994.0, 457.0, 1272.0, 1446.0, 64614.0, 122882.0, 48774.0, 356.0, 1077.0, 260.0]","[2.8303370475769043, 2.4431710243225098, 2.2972679138183594, 2.2813100814819336, 2.1296164989471436, 2.0520055294036865, 2.0490262508392334, 1.9776699542999268, 1.929210901260376, 1.9233781099319458]"
303.0,[3471.0],"[608.0, 592.0, 2858.0, 17.0, 5.0, 593.0, 1275.0, 161.0, 1320.0, 1221.0]","[2.800363779067993, 2.2273943424224854, 1.4302128553390503, 1.4258569478988647, 1.413162350654602, 1.3397763967514038, 1.2963144779205322, 1.2900071144104004, 1.2885715961456299, 1.2780897617340088]"
469.0,"[858.0, 1968.0, 47.0, 1220.0, 1274.0]","[1291.0, 1148.0, 1687.0, 608.0, 1732.0, 1185.0, 367.0, 1093.0, 1230.0, 2064.0]","[3.2905313968658447, 2.754206418991089, 2.6197915077209473, 2.39743971824646, 2.3548481464385986, 2.2649295330047607, 2.1991381645202637, 2.1783366203308105, 2.106870412826538, 2.0159990787506104]"
383.0,[539.0],"[3396.0, 3671.0, 4308.0, 594.0, 1242.0, 5378.0, 39.0, 1466.0, 2028.0, 1288.0]","[2.420548677444458, 2.273536443710327, 2.1947314739227295, 2.1630280017852783, 2.135894775390625, 1.9815489053726196, 1.9081979990005493, 1.7712860107421875, 1.7272679805755615, 1.584025502204895]"
